ID,contents,Required_BW,Source,Destinations
12117,9,68,9,10;0
12118,3,69,4,10;5
12119,9,64,9,10;0
12120,1,54,0,1;5
12121,6,64,9,1;4
12122,6,54,9,1;4
12123,3,68,4,10;5
12124,1,65,0,1;5
12125,9,73,9,10;0
12126,1,67,0,1;5
12127,9,67,9,10;0
12128,9,50,9,10;0
12129,3,80,4,10;5
12130,14,71,0,5;7
12131,3,63,4,10;5
12132,12,74,4,1;0
12133,9,64,9,10;0
12134,14,69,0,5;7
12135,6,59,9,1;4
12136,9,70,9,10;0
12137,12,62,4,1;0
12138,1,50,0,1;5
12139,9,74,9,10;0
12140,3,78,4,10;5
12141,3,54,4,10;5
12142,1,70,0,1;5
12143,1,68,0,1;5
12144,9,75,9,10;0
12145,12,69,4,1;0
12146,3,57,4,10;5
12147,14,63,0,5;7
12148,6,56,9,1;4
12149,14,52,0,5;7
12150,9,78,9,10;0
12151,1,65,0,1;5
12152,6,75,9,1;4
12153,3,70,4,10;5
12154,14,54,0,5;7
12155,12,70,4,1;0
12156,12,62,4,1;0
12157,14,65,0,5;7
12158,9,52,9,10;0
12159,12,50,4,1;0
12160,9,58,9,10;0
12161,14,51,0,5;7
12162,12,69,4,1;0
12163,9,76,9,10;0
12164,14,59,0,5;7
12165,12,57,4,1;0
12166,1,69,0,1;5
12167,1,57,0,1;5
12168,14,58,0,5;7
12169,3,61,4,10;5
12170,9,75,9,10;0
12171,6,76,9,1;4
12172,14,50,0,5;7
12173,6,68,9,1;4
12174,14,74,0,5;7
12175,12,60,4,1;0
12176,14,77,0,5;7
12177,14,58,0,5;7
12178,1,75,0,1;5
12179,6,63,9,1;4
12180,14,76,0,5;7
12181,12,60,4,1;0
12182,1,61,0,1;5
12183,14,77,0,5;7
12184,9,66,9,10;0
12185,9,79,9,10;0
12186,6,74,9,1;4
12187,6,80,9,1;4
12188,3,66,4,10;5
12189,3,50,4,10;5
12190,1,61,0,1;5
12191,9,78,9,10;0
12192,3,54,4,10;5
12193,3,54,4,10;5
12194,1,76,0,1;5
12195,9,63,9,10;0
12196,12,78,4,1;0
12197,9,57,9,10;0
12198,9,69,9,10;0
12199,9,56,9,10;0
12200,9,53,9,10;0
12201,12,52,4,1;0
12202,1,61,0,1;5
12203,3,62,4,10;5
12204,12,50,4,1;0
12205,1,63,0,1;5
12206,12,64,4,1;0
12207,3,64,4,10;5
12208,12,55,4,1;0
12209,1,70,0,1;5
12210,1,62,0,1;5
12211,1,65,0,1;5
12212,6,75,9,1;4
12213,1,71,0,1;5
12214,6,52,9,1;4
12215,6,80,9,1;4
12216,9,60,9,10;0
12217,14,79,0,5;7
12218,14,54,0,5;7
12219,14,68,0,5;7
12220,3,79,4,10;5
12221,6,72,9,1;4
12222,3,80,4,10;5
12223,1,59,0,1;5
12224,6,67,9,1;4
12225,9,54,9,10;0
12226,6,69,9,1;4
12227,12,80,4,1;0
12228,6,50,9,1;4
12229,1,77,0,1;5
12230,1,55,0,1;5
12231,12,56,4,1;0
12232,14,59,0,5;7
12233,9,80,9,10;0
12234,9,80,9,10;0
12235,12,61,4,1;0
12236,9,65,9,10;0
12237,12,65,4,1;0
12238,12,80,4,1;0
12239,1,73,0,1;5
12240,1,69,0,1;5
12241,14,72,0,5;7
12242,14,55,0,5;7
12243,12,50,4,1;0
12244,3,78,4,10;5
12245,12,66,4,1;0
12246,1,77,0,1;5
12247,1,79,0,1;5
12248,14,54,0,5;7
12249,9,51,9,10;0
12250,12,78,4,1;0
12251,1,71,0,1;5
12252,14,79,0,5;7
12253,6,70,9,1;4
12254,1,78,0,1;5
12255,12,50,4,1;0
12256,14,67,0,5;7
12257,3,50,4,10;5
12258,12,58,4,1;0
12259,9,79,9,10;0
12260,6,56,9,1;4
12261,14,78,0,5;7
12262,12,58,4,1;0
12263,6,60,9,1;4
12264,12,61,4,1;0
12265,14,78,0,5;7
12266,1,59,0,1;5
12267,9,64,9,10;0
12268,9,75,9,10;0
12269,14,67,0,5;7
12270,9,79,9,10;0
12271,6,71,9,1;4
12272,6,65,9,1;4
12273,6,72,9,1;4
12274,12,62,4,1;0
12275,3,68,4,10;5
12276,14,77,0,5;7
12277,9,55,9,10;0
12278,12,59,4,1;0
12279,9,64,9,10;0
12280,14,76,0,5;7
12281,14,80,0,5;7
12282,6,63,9,1;4
12283,3,57,4,10;5
12284,3,76,4,10;5
12285,6,78,9,1;4
12286,14,63,0,5;7
12287,12,75,4,1;0
12288,14,52,0,5;7
12289,6,71,9,1;4
12290,12,76,4,1;0
12291,14,61,0,5;7
12292,6,61,9,1;4
12293,1,57,0,1;5
12294,12,59,4,1;0
12295,9,76,9,10;0
12296,12,61,4,1;0
12297,9,76,9,10;0
12298,1,56,0,1;5
12299,6,55,9,1;4
12300,12,76,4,1;0
12301,12,57,4,1;0
12302,6,78,9,1;4
12303,6,64,9,1;4
12304,14,50,0,5;7
12305,3,70,4,10;5
12306,14,59,0,5;7
12307,9,65,9,10;0
12308,1,75,0,1;5
12309,9,54,9,10;0
12310,6,71,9,1;4
12311,3,67,4,10;5
12312,14,64,0,5;7
12313,12,71,4,1;0
12314,12,79,4,1;0
12315,14,51,0,5;7
12316,6,80,9,1;4
12317,1,50,0,1;5
12318,3,55,4,10;5
12319,9,51,9,10;0
12320,1,51,0,1;5
12321,12,69,4,1;0
12322,3,56,4,10;5
12323,12,55,4,1;0
12324,1,52,0,1;5
12325,1,71,0,1;5
12326,1,56,0,1;5
12327,6,62,9,1;4
12328,6,66,9,1;4
12329,14,65,0,5;7
12330,9,74,9,10;0
12331,14,66,0,5;7
12332,14,77,0,5;7
12333,3,60,4,10;5
12334,14,58,0,5;7
12335,12,63,4,1;0
12336,3,79,4,10;5
12337,6,60,9,1;4
12338,3,71,4,10;5
12339,1,50,0,1;5
12340,1,57,0,1;5
12341,3,70,4,10;5
12342,6,70,9,1;4
12343,14,51,0,5;7
12344,6,78,9,1;4
12345,3,50,4,10;5
12346,3,60,4,10;5
12347,14,56,0,5;7
12348,6,59,9,1;4
12349,3,54,4,10;5
12350,6,74,9,1;4
12351,6,79,9,1;4
12352,12,67,4,1;0
12353,1,65,0,1;5
12354,9,60,9,10;0
12355,1,59,0,1;5
12356,14,77,0,5;7
12357,3,72,4,10;5
12358,3,74,4,10;5
12359,6,75,9,1;4
12360,9,50,9,10;0
12361,1,68,0,1;5
12362,6,55,9,1;4
12363,9,58,9,10;0
12364,1,59,0,1;5
12365,6,59,9,1;4
12366,6,75,9,1;4
12367,6,58,9,1;4
12368,12,53,4,1;0
12369,6,73,9,1;4
12370,1,64,0,1;5
12371,1,57,0,1;5
12372,9,79,9,10;0
12373,6,53,9,1;4
12374,12,59,4,1;0
12375,12,54,4,1;0
12376,6,51,9,1;4
12377,6,60,9,1;4
12378,1,68,0,1;5
12379,6,64,9,1;4
12380,14,76,0,5;7
12381,9,55,9,10;0
12382,9,76,9,10;0
12383,12,75,4,1;0
12384,6,75,9,1;4
12385,1,60,0,1;5
12386,3,80,4,10;5
12387,6,61,9,1;4
12388,3,74,4,10;5
12389,9,54,9,10;0
12390,9,52,9,10;0
12391,6,62,9,1;4
12392,1,54,0,1;5
12393,12,74,4,1;0
12394,14,79,0,5;7
12395,9,64,9,10;0
12396,14,59,0,5;7
12397,1,67,0,1;5
12398,6,50,9,1;4
12399,3,51,4,10;5
12400,14,64,0,5;7
12401,9,71,9,10;0
12402,9,57,9,10;0
12403,12,54,4,1;0
12404,3,53,4,10;5
12405,1,57,0,1;5
12406,12,52,4,1;0
12407,14,71,0,5;7
12408,1,64,0,1;5
12409,9,68,9,10;0
12410,12,54,4,1;0
12411,3,50,4,10;5
12412,3,52,4,10;5
12413,6,52,9,1;4
12414,3,61,4,10;5
12415,14,53,0,5;7
12416,6,58,9,1;4
12417,1,80,0,1;5
12418,12,73,4,1;0
12419,14,71,0,5;7
12420,3,52,4,10;5
12421,6,51,9,1;4
12422,12,58,4,1;0
12423,12,63,4,1;0
12424,14,69,0,5;7
12425,12,51,4,1;0
12426,1,50,0,1;5
12427,14,73,0,5;7
12428,1,51,0,1;5
12429,3,77,4,10;5
12430,1,75,0,1;5
12431,12,65,4,1;0
12432,9,71,9,10;0
12433,3,69,4,10;5
12434,9,79,9,10;0
12435,14,50,0,5;7
12436,12,80,4,1;0
12437,12,59,4,1;0
12438,3,69,4,10;5
12439,9,64,9,10;0
12440,1,77,0,1;5
12441,12,69,4,1;0
12442,6,59,9,1;4
12443,6,75,9,1;4
12444,9,57,9,10;0
12445,12,80,4,1;0
12446,3,56,4,10;5
12447,12,55,4,1;0
12448,1,68,0,1;5
12449,6,70,9,1;4
12450,1,60,0,1;5
12451,12,76,4,1;0
12452,12,80,4,1;0
12453,9,56,9,10;0
12454,6,74,9,1;4
12455,3,79,4,10;5
12456,12,78,4,1;0
12457,14,69,0,5;7
12458,12,68,4,1;0
12459,1,52,0,1;5
12460,9,71,9,10;0
12461,12,53,4,1;0
12462,6,70,9,1;4
12463,6,54,9,1;4
12464,14,79,0,5;7
12465,3,80,4,10;5
12466,9,57,9,10;0
12467,9,74,9,10;0
12468,9,55,9,10;0
12469,3,50,4,10;5
12470,9,68,9,10;0
12471,9,79,9,10;0
12472,1,70,0,1;5
12473,6,57,9,1;4
12474,14,64,0,5;7
12475,3,70,4,10;5
12476,1,80,0,1;5
12477,6,64,9,1;4
12478,6,53,9,1;4
12479,12,70,4,1;0
12480,1,64,0,1;5
12481,1,66,0,1;5
12482,6,69,9,1;4
12483,9,57,9,10;0
12484,3,59,4,10;5
12485,1,71,0,1;5
12486,1,50,0,1;5
12487,9,52,9,10;0
12488,3,70,4,10;5
12489,14,76,0,5;7
12490,6,63,9,1;4
12491,6,73,9,1;4
12492,3,50,4,10;5
12493,9,53,9,10;0
12494,14,79,0,5;7
12495,6,64,9,1;4
12496,1,67,0,1;5
12497,14,65,0,5;7
12498,9,77,9,10;0
12499,14,76,0,5;7
12500,9,60,9,10;0
12501,1,59,0,1;5
12502,3,66,4,10;5
12503,9,80,9,10;0
12504,12,64,4,1;0
12505,6,69,9,1;4
12506,12,76,4,1;0
12507,9,57,9,10;0
12508,12,68,4,1;0
12509,6,60,9,1;4
12510,14,79,0,5;7
12511,3,59,4,10;5
12512,3,77,4,10;5
12513,14,78,0,5;7
12514,3,59,4,10;5
12515,6,53,9,1;4
12516,3,77,4,10;5
12517,14,62,0,5;7
12518,6,80,9,1;4
12519,3,60,4,10;5
12520,14,71,0,5;7
12521,12,56,4,1;0
12522,6,61,9,1;4
12523,9,61,9,10;0
12524,9,71,9,10;0
12525,12,50,4,1;0
12526,12,71,4,1;0
12527,3,62,4,10;5
12528,3,62,4,10;5
12529,3,55,4,10;5
12530,12,67,4,1;0
12531,12,56,4,1;0
12532,12,52,4,1;0
12533,6,72,9,1;4
12534,3,58,4,10;5
12535,6,57,9,1;4
12536,14,50,0,5;7
12537,14,60,0,5;7
12538,9,61,9,10;0
12539,12,64,4,1;0
12540,14,69,0,5;7
12541,9,72,9,10;0
12542,12,67,4,1;0
12543,12,66,4,1;0
12544,14,78,0,5;7
12545,6,64,9,1;4
12546,3,54,4,10;5
12547,6,72,9,1;4
12548,12,73,4,1;0
12549,9,51,9,10;0
12550,6,77,9,1;4
12551,14,79,0,5;7
12552,14,58,0,5;7
12553,12,67,4,1;0
12554,9,58,9,10;0
12555,3,64,4,10;5
12556,12,70,4,1;0
12557,14,60,0,5;7
12558,9,57,9,10;0
12559,14,55,0,5;7
12560,14,78,0,5;7
12561,14,52,0,5;7
12562,9,80,9,10;0
12563,12,57,4,1;0
12564,1,69,0,1;5
12565,12,54,4,1;0
12566,12,50,4,1;0
12567,12,65,4,1;0
12568,12,60,4,1;0
12569,12,61,4,1;0
12570,12,56,4,1;0
12571,14,59,0,5;7
12572,9,55,9,10;0
12573,1,66,0,1;5
12574,12,70,4,1;0
12575,9,68,9,10;0
12576,14,50,0,5;7
12577,3,65,4,10;5
12578,6,63,9,1;4
12579,12,64,4,1;0
12580,14,69,0,5;7
12581,3,63,4,10;5
12582,1,52,0,1;5
12583,6,53,9,1;4
12584,9,76,9,10;0
12585,9,57,9,10;0
12586,6,80,9,1;4
12587,12,78,4,1;0
12588,3,66,4,10;5
12589,12,75,4,1;0
12590,6,74,9,1;4
12591,3,51,4,10;5
12592,14,70,0,5;7
12593,14,79,0,5;7
12594,1,80,0,1;5
12595,14,59,0,5;7
12596,14,67,0,5;7
12597,14,61,0,5;7
12598,6,58,9,1;4
12599,12,74,4,1;0
12600,12,73,4,1;0
12601,3,78,4,10;5
12602,9,62,9,10;0
12603,1,67,0,1;5
12604,6,67,9,1;4
12605,3,68,4,10;5
12606,12,72,4,1;0
12607,3,75,4,10;5
12608,14,67,0,5;7
12609,9,78,9,10;0
12610,3,50,4,10;5
12611,14,61,0,5;7
12612,9,62,9,10;0
12613,9,69,9,10;0
12614,9,76,9,10;0
12615,9,71,9,10;0
12616,3,59,4,10;5
12617,9,73,9,10;0
12618,3,69,4,10;5
12619,6,65,9,1;4
12620,14,56,0,5;7
12621,9,60,9,10;0
12622,3,55,4,10;5
12623,12,60,4,1;0
12624,6,60,9,1;4
12625,3,78,4,10;5
12626,6,52,9,1;4
12627,12,77,4,1;0
12628,6,51,9,1;4
12629,6,62,9,1;4
12630,12,74,4,1;0
12631,12,67,4,1;0
12632,14,62,0,5;7
12633,1,58,0,1;5
12634,6,73,9,1;4
12635,12,69,4,1;0
12636,1,66,0,1;5
12637,1,59,0,1;5
12638,14,74,0,5;7
12639,1,68,0,1;5
12640,6,51,9,1;4
12641,3,78,4,10;5
12642,14,50,0,5;7
12643,12,65,4,1;0
12644,9,56,9,10;0
12645,12,71,4,1;0
12646,12,70,4,1;0
12647,12,74,4,1;0
12648,3,71,4,10;5
12649,12,59,4,1;0
12650,14,71,0,5;7
12651,1,64,0,1;5
12652,14,63,0,5;7
12653,12,62,4,1;0
12654,14,67,0,5;7
12655,1,71,0,1;5
12656,12,71,4,1;0
12657,9,56,9,10;0
12658,1,72,0,1;5
12659,6,59,9,1;4
12660,14,69,0,5;7
12661,3,50,4,10;5
12662,3,58,4,10;5
12663,9,74,9,10;0
12664,9,67,9,10;0
12665,3,73,4,10;5
12666,9,72,9,10;0
12667,9,75,9,10;0
12668,12,63,4,1;0
12669,3,69,4,10;5
12670,14,66,0,5;7
12671,3,79,4,10;5
12672,1,58,0,1;5
12673,6,53,9,1;4
12674,6,53,9,1;4
12675,3,56,4,10;5
12676,9,79,9,10;0
12677,6,63,9,1;4
12678,6,70,9,1;4
12679,9,55,9,10;0
12680,12,60,4,1;0
12681,1,80,0,1;5
12682,3,56,4,10;5
12683,3,66,4,10;5
12684,14,60,0,5;7
12685,14,78,0,5;7
12686,3,53,4,10;5
12687,3,60,4,10;5
12688,12,50,4,1;0
12689,12,57,4,1;0
12690,6,72,9,1;4
12691,1,72,0,1;5
12692,1,53,0,1;5
12693,9,54,9,10;0
12694,12,55,4,1;0
12695,6,55,9,1;4
12696,6,62,9,1;4
12697,1,54,0,1;5
12698,6,67,9,1;4
12699,12,53,4,1;0
12700,1,77,0,1;5
12701,3,80,4,10;5
12702,12,79,4,1;0
12703,1,51,0,1;5
12704,3,76,4,10;5
12705,14,64,0,5;7
12706,9,66,9,10;0
12707,14,54,0,5;7
12708,1,59,0,1;5
12709,3,69,4,10;5
12710,1,50,0,1;5
12711,6,70,9,1;4
12712,6,56,9,1;4
12713,14,71,0,5;7
12714,3,79,4,10;5
12715,12,64,4,1;0
12716,14,53,0,5;7
12717,9,74,9,10;0
12718,3,59,4,10;5
12719,14,71,0,5;7
12720,3,53,4,10;5
12721,14,53,0,5;7
12722,6,63,9,1;4
12723,6,71,9,1;4
12724,3,65,4,10;5
12725,3,53,4,10;5
12726,9,68,9,10;0
12727,9,57,9,10;0
12728,3,50,4,10;5
12729,3,54,4,10;5
12730,14,61,0,5;7
12731,1,69,0,1;5
12732,3,51,4,10;5
12733,6,79,9,1;4
12734,1,51,0,1;5
12735,14,74,0,5;7
12736,14,78,0,5;7
12737,6,63,9,1;4
12738,3,68,4,10;5
12739,6,69,9,1;4
12740,6,58,9,1;4
12741,3,55,4,10;5
12742,14,63,0,5;7
12743,14,80,0,5;7
12744,1,72,0,1;5
12745,6,55,9,1;4
12746,14,51,0,5;7
12747,9,80,9,10;0
12748,6,70,9,1;4
12749,1,75,0,1;5
12750,6,64,9,1;4
12751,14,59,0,5;7
12752,14,68,0,5;7
12753,3,60,4,10;5
12754,9,56,9,10;0
12755,1,52,0,1;5
12756,6,58,9,1;4
12757,9,56,9,10;0
12758,9,79,9,10;0
12759,6,80,9,1;4
12760,9,70,9,10;0
12761,3,62,4,10;5
12762,6,51,9,1;4
12763,6,57,9,1;4
12764,3,62,4,10;5
12765,12,58,4,1;0
12766,6,72,9,1;4
12767,6,79,9,1;4
12768,6,57,9,1;4
12769,12,80,4,1;0
12770,9,61,9,10;0
12771,6,61,9,1;4
12772,9,59,9,10;0
12773,14,74,0,5;7
12774,12,71,4,1;0
12775,1,67,0,1;5
12776,12,76,4,1;0
12777,9,52,9,10;0
12778,9,61,9,10;0
12779,3,74,4,10;5
12780,12,62,4,1;0
12781,9,50,9,10;0
12782,6,57,9,1;4
12783,6,68,9,1;4
12784,3,56,4,10;5
12785,12,64,4,1;0
12786,6,53,9,1;4
12787,3,61,4,10;5
12788,3,74,4,10;5
12789,6,64,9,1;4
12790,9,75,9,10;0
12791,6,53,9,1;4
12792,9,60,9,10;0
12793,3,58,4,10;5
12794,1,67,0,1;5
12795,12,66,4,1;0
12796,6,53,9,1;4
12797,3,69,4,10;5
12798,14,69,0,5;7
12799,9,73,9,10;0
12800,1,74,0,1;5
12801,1,70,0,1;5
12802,3,62,4,10;5
12803,14,76,0,5;7
12804,14,78,0,5;7
12805,14,68,0,5;7
12806,1,69,0,1;5
12807,1,74,0,1;5
12808,3,50,4,10;5
12809,14,78,0,5;7
12810,9,55,9,10;0
12811,3,52,4,10;5
12812,12,53,4,1;0
12813,14,74,0,5;7
12814,3,56,4,10;5
12815,6,73,9,1;4
12816,3,76,4,10;5
12817,3,78,4,10;5
12818,3,80,4,10;5
12819,14,77,0,5;7
12820,14,66,0,5;7
12821,6,78,9,1;4
12822,3,54,4,10;5
12823,6,52,9,1;4
12824,12,53,4,1;0
12825,3,80,4,10;5
12826,6,64,9,1;4
12827,3,61,4,10;5
12828,3,61,4,10;5
12829,1,59,0,1;5
12830,12,51,4,1;0
12831,6,67,9,1;4
12832,1,60,0,1;5
12833,6,54,9,1;4
12834,12,80,4,1;0
12835,3,61,4,10;5
12836,6,60,9,1;4
12837,9,56,9,10;0
12838,14,79,0,5;7
12839,12,62,4,1;0
12840,3,78,4,10;5
12841,9,55,9,10;0
12842,3,68,4,10;5
12843,12,72,4,1;0
12844,6,74,9,1;4
12845,6,63,9,1;4
12846,12,55,4,1;0
12847,14,64,0,5;7
12848,14,75,0,5;7
12849,6,56,9,1;4
12850,6,76,9,1;4
12851,14,67,0,5;7
12852,12,76,4,1;0
12853,1,72,0,1;5
12854,12,69,4,1;0
12855,6,67,9,1;4
12856,3,51,4,10;5
12857,14,52,0,5;7
12858,3,60,4,10;5
12859,1,52,0,1;5
12860,3,71,4,10;5
12861,12,51,4,1;0
12862,14,80,0,5;7
12863,6,57,9,1;4
12864,1,54,0,1;5
12865,12,77,4,1;0
12866,1,57,0,1;5
12867,6,52,9,1;4
12868,14,52,0,5;7
12869,9,56,9,10;0
12870,3,61,4,10;5
12871,14,74,0,5;7
12872,14,56,0,5;7
12873,1,80,0,1;5
12874,12,63,4,1;0
12875,3,50,4,10;5
12876,3,56,4,10;5
12877,3,58,4,10;5
12878,1,77,0,1;5
12879,9,57,9,10;0
12880,9,65,9,10;0
12881,12,61,4,1;0
12882,1,78,0,1;5
12883,12,61,4,1;0
12884,6,59,9,1;4
12885,9,73,9,10;0
12886,14,59,0,5;7
12887,14,80,0,5;7
12888,14,59,0,5;7
12889,1,76,0,1;5
12890,1,59,0,1;5
12891,1,80,0,1;5
12892,6,59,9,1;4
12893,6,69,9,1;4
12894,12,73,4,1;0
12895,6,71,9,1;4
12896,1,51,0,1;5
12897,14,69,0,5;7
12898,1,69,0,1;5
12899,6,74,9,1;4
12900,14,70,0,5;7
12901,12,59,4,1;0
12902,12,69,4,1;0
12903,14,75,0,5;7
12904,1,60,0,1;5
12905,3,65,4,10;5
12906,1,76,0,1;5
12907,3,55,4,10;5
12908,9,58,9,10;0
12909,1,69,0,1;5
12910,3,74,4,10;5
12911,12,69,4,1;0
12912,14,75,0,5;7
12913,9,55,9,10;0
12914,12,59,4,1;0
12915,3,65,4,10;5
12916,1,51,0,1;5
12917,9,77,9,10;0
12918,12,60,4,1;0
12919,14,63,0,5;7
12920,1,64,0,1;5
12921,1,68,0,1;5
12922,14,78,0,5;7
12923,9,76,9,10;0
12924,12,74,4,1;0
12925,12,68,4,1;0
12926,12,78,4,1;0
12927,3,60,4,10;5
12928,3,71,4,10;5
12929,1,75,0,1;5
12930,14,76,0,5;7
12931,9,59,9,10;0
12932,6,64,9,1;4
12933,12,60,4,1;0
12934,6,76,9,1;4
12935,1,51,0,1;5
12936,3,60,4,10;5
12937,14,65,0,5;7
12938,12,78,4,1;0
12939,9,77,9,10;0
12940,14,75,0,5;7
12941,6,58,9,1;4
12942,14,74,0,5;7
12943,3,50,4,10;5
12944,6,53,9,1;4
12945,14,72,0,5;7
12946,1,60,0,1;5
12947,9,62,9,10;0
12948,1,76,0,1;5
12949,12,69,4,1;0
12950,1,65,0,1;5
12951,1,72,0,1;5
12952,6,53,9,1;4
12953,12,78,4,1;0
12954,3,68,4,10;5
12955,3,54,4,10;5
12956,9,64,9,10;0
12957,6,78,9,1;4
12958,14,52,0,5;7
12959,14,65,0,5;7
12960,6,62,9,1;4
12961,12,50,4,1;0
12962,3,58,4,10;5
12963,6,57,9,1;4
12964,9,59,9,10;0
12965,9,69,9,10;0
12966,14,59,0,5;7
12967,3,75,4,10;5
12968,6,63,9,1;4
12969,1,55,0,1;5
12970,9,56,9,10;0
12971,12,53,4,1;0
12972,6,67,9,1;4
12973,12,66,4,1;0
12974,14,61,0,5;7
12975,3,75,4,10;5
12976,6,63,9,1;4
12977,6,60,9,1;4
12978,14,79,0,5;7
12979,1,66,0,1;5
12980,12,70,4,1;0
12981,6,52,9,1;4
12982,3,75,4,10;5
12983,3,70,4,10;5
12984,1,80,0,1;5
12985,14,74,0,5;7
12986,9,76,9,10;0
12987,6,50,9,1;4
12988,14,60,0,5;7
12989,1,73,0,1;5
12990,9,74,9,10;0
12991,9,74,9,10;0
12992,9,72,9,10;0
12993,9,60,9,10;0
12994,6,66,9,1;4
12995,1,56,0,1;5
12996,9,68,9,10;0
12997,1,54,0,1;5
12998,6,72,9,1;4
12999,1,55,0,1;5
13000,1,71,0,1;5
13001,12,52,4,1;0
13002,9,67,9,10;0
13003,12,79,4,1;0
13004,1,74,0,1;5
13005,6,60,9,1;4
13006,12,75,4,1;0
13007,6,62,9,1;4
13008,1,57,0,1;5
13009,9,68,9,10;0
13010,9,54,9,10;0
13011,1,67,0,1;5
13012,14,72,0,5;7
13013,6,51,9,1;4
13014,12,56,4,1;0
13015,3,78,4,10;5
13016,9,59,9,10;0
13017,14,53,0,5;7
13018,6,76,9,1;4
13019,1,75,0,1;5
13020,14,74,0,5;7
13021,1,75,0,1;5
13022,6,60,9,1;4
13023,1,70,0,1;5
13024,9,53,9,10;0
13025,1,76,0,1;5
13026,14,80,0,5;7
13027,6,62,9,1;4
13028,1,56,0,1;5
13029,9,72,9,10;0
13030,3,72,4,10;5
13031,6,68,9,1;4
13032,1,62,0,1;5
13033,1,50,0,1;5
13034,9,50,9,10;0
13035,6,63,9,1;4
13036,3,52,4,10;5
13037,1,52,0,1;5
13038,14,63,0,5;7
13039,6,77,9,1;4
13040,1,76,0,1;5
13041,9,73,9,10;0
13042,6,67,9,1;4
13043,12,53,4,1;0
13044,6,68,9,1;4
13045,9,75,9,10;0
13046,9,63,9,10;0
13047,1,51,0,1;5
13048,6,68,9,1;4
13049,3,67,4,10;5
13050,9,78,9,10;0
13051,6,79,9,1;4
13052,9,59,9,10;0
13053,6,55,9,1;4
13054,14,55,0,5;7
13055,12,59,4,1;0
13056,3,80,4,10;5
13057,12,51,4,1;0
13058,14,53,0,5;7
13059,9,60,9,10;0
13060,9,52,9,10;0
13061,3,58,4,10;5
13062,1,61,0,1;5
13063,6,68,9,1;4
13064,9,77,9,10;0
13065,6,74,9,1;4
13066,14,58,0,5;7
13067,12,55,4,1;0
13068,9,66,9,10;0
13069,14,66,0,5;7
13070,1,68,0,1;5
13071,1,65,0,1;5
13072,12,79,4,1;0
13073,14,56,0,5;7
13074,9,71,9,10;0
13075,9,75,9,10;0
13076,12,50,4,1;0
13077,12,54,4,1;0
13078,3,63,4,10;5
13079,6,69,9,1;4
13080,1,75,0,1;5
13081,6,62,9,1;4
13082,12,74,4,1;0
13083,3,55,4,10;5
13084,6,56,9,1;4
13085,3,68,4,10;5
13086,14,54,0,5;7
13087,12,53,4,1;0
13088,9,76,9,10;0
13089,12,51,4,1;0
13090,9,53,9,10;0
13091,6,55,9,1;4
13092,1,56,0,1;5
13093,1,68,0,1;5
13094,9,58,9,10;0
13095,3,55,4,10;5
13096,3,71,4,10;5
13097,14,74,0,5;7
13098,6,76,9,1;4
13099,1,54,0,1;5
13100,6,54,9,1;4
13101,1,76,0,1;5
13102,14,76,0,5;7
13103,9,74,9,10;0
13104,1,79,0,1;5
13105,6,61,9,1;4
13106,14,69,0,5;7
13107,14,54,0,5;7
13108,3,64,4,10;5
13109,1,68,0,1;5
13110,6,57,9,1;4
13111,1,74,0,1;5
13112,3,80,4,10;5
13113,3,51,4,10;5
13114,3,68,4,10;5
13115,3,68,4,10;5
13116,9,73,9,10;0
13117,3,73,4,10;5
13118,12,54,4,1;0
13119,6,51,9,1;4
13120,1,65,0,1;5
13121,1,51,0,1;5
13122,3,66,4,10;5
13123,12,60,4,1;0
13124,3,61,4,10;5
13125,14,60,0,5;7
13126,12,59,4,1;0
13127,14,51,0,5;7
13128,1,61,0,1;5
13129,3,62,4,10;5
13130,1,64,0,1;5
13131,1,54,0,1;5
13132,14,70,0,5;7
13133,1,54,0,1;5
13134,1,71,0,1;5
13135,1,68,0,1;5
13136,3,74,4,10;5
13137,3,69,4,10;5
13138,1,56,0,1;5
13139,9,62,9,10;0
13140,6,51,9,1;4
13141,3,55,4,10;5
13142,1,65,0,1;5
13143,3,78,4,10;5
13144,3,63,4,10;5
13145,14,76,0,5;7
13146,9,51,9,10;0
13147,9,71,9,10;0
13148,14,65,0,5;7
13149,3,54,4,10;5
13150,3,66,4,10;5
13151,9,59,9,10;0
13152,14,71,0,5;7
13153,14,70,0,5;7
13154,9,61,9,10;0
13155,14,60,0,5;7
13156,12,61,4,1;0
13157,14,79,0,5;7
13158,6,71,9,1;4
13159,1,79,0,1;5
13160,14,68,0,5;7
13161,9,70,9,10;0
13162,1,52,0,1;5
13163,9,52,9,10;0
13164,9,57,9,10;0
13165,1,69,0,1;5
13166,3,57,4,10;5
13167,14,80,0,5;7
13168,6,56,9,1;4
13169,12,58,4,1;0
13170,14,76,0,5;7
13171,3,67,4,10;5
13172,6,69,9,1;4
13173,1,68,0,1;5
13174,12,60,4,1;0
13175,1,58,0,1;5
13176,12,72,4,1;0
13177,9,61,9,10;0
13178,12,63,4,1;0
13179,9,56,9,10;0
13180,1,68,0,1;5
13181,3,54,4,10;5
13182,6,62,9,1;4
13183,1,78,0,1;5
13184,14,51,0,5;7
13185,12,72,4,1;0
13186,14,51,0,5;7
13187,9,78,9,10;0
13188,1,63,0,1;5
13189,9,65,9,10;0
13190,1,56,0,1;5
13191,9,72,9,10;0
